skey,sfrnd_code,person_prmisn_no,svc_id,data_updt_se,data_updt_de,svc_id_nm,bplc_nm,lnm_zip,lnm_adres,rn_zip,rdnmadr,person_prmisn_de,clsbiz_de,sss_begin_de,sss_end_de,rf_opbiz_de,engl_sttus,detail_engl_sttus,xcnts,ydnts,last_updt_de,bizcnd_se_nm,telno,buld_prpos_nm,prfplc_stle_se_nm,lefacy_fame_induty_nm,sngrum_sil_co,cltur_bsnm_se_nm,cltur_phstrn_induty_nm,sdfcl_at,video_reviv_nm,emgnc_stairs_at,ency_at,ffcns_at,fclty_at,sond_fclty_at,atmc_ventl_at,provd_gfts_nm,mnfct_trtmnt_prdlst_cn,lght_fclty_ennc,lght_fclty,cfr_envrn_nm,area_se_nm,vndgrnd_floor_co,yngbgs_sil_co,yngbgs_sil_at,tot_game_co,tot_floot_co,frst_regist_pnttm,passway_bt,spcl_lght_at,cvntl_at,actlnm
1414,3130000,CDFF5211012019000047,03_13_05_P,I,2019-09-29  2:22:39 AM,영화제작업,주식회사 언니네컴퍼니,지번우편번호,서울특별시 마포구 성산동 667번지 월드컵아이파크,3952,"서울특별시 마포구 모래내로9길 6, 101동 1302호 (성산동, 월드컵아이파크)",20190927,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,192376.3714,451698.5238,20190927174234,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20190927,통로너비,특,편
1415,3860000,CDFF5211032019000001,03_13_01_P,I,2019-09-29  2:22:39 AM,영화배급업,와이픽쳐스,,경기도 부천시 상동 525-1번지 라일락마을 경남아너스빌,14508,"경기도 부천시 도약로 16, 2302동 1004호 (상동, 라일락마을 경남아너스빌)",20190927,-,-,-,-,영업/정상,영업중,177916.3652,445545.4816,20190927160944,-,-,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190927,,-,-
1416,3860000,CDFF5211012019000002,03_13_05_P,I,2019-09-29  2:22:39 AM,영화제작업,와이픽쳐스,,경기도 부천시 상동 525-1번지 라일락마을 경남아너스빌,14508,"경기도 부천시 도약로 16, 2302동 1004호 (상동, 라일락마을 경남아너스빌)",20190927,-,-,-,-,영업/정상,영업중,177916.3652,445545.4816,20190927161127,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190927,,-,-
1417,3330000,CDFF5211012019000008,03_13_05_P,I,2019-09-29  2:22:39 AM,영화제작업,(주)영화사 목,,부산광역시 해운대구 반송동 248번지 영산대학교부산캠퍼스 엠동 91008-1호,48015,"부산광역시 해운대구 반송순환로 142, 영산대학교부산캠퍼스 엠동 91008-1호 (반송동)",20190927,-,-,-,-,영업/정상,영업중,396253.9296,193732.8011,20190927173659,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190927,,-,-
1418,3130000,CDFF5211012019000046,03_13_05_P,I,2019-09-29  2:22:39 AM,영화제작업,락커뮤니케이션,,서울특별시 마포구 상암동 1602번지 서울산업진흥원,3925,"서울특별시 마포구 월드컵북로 400, 서울산업진흥원 2층 B-108호 (상암동)",20190312,-,-,-,-,영업/정상,영업중,190182.0673,453141.6766,20190927174151,-,070-8952-3695,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190312,,-,-
1419,3010000,CDFF5211012019000013,03_13_05_P,I,2019-09-28  2:22:39 AM,영화제작업,페이지원필름(주),,서울특별시 중구 필동2가 123-4번지,4626,"서울특별시 중구 퇴계로36가길 90-8, 3층 (필동2가)",20130319,-,-,-,-,영업/정상,영업중,199465.6759,450450.6035,20190927151731,-,02-324-7966,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20130319,,-,-
1420,3130000,CDFF5211012019000047,03_13_05_P,I,2019-09-29  2:22:39 AM,영화제작업,주식회사 언니네컴퍼니,지번우편번호,서울특별시 마포구 성산동 667번지 월드컵아이파크,3952,"서울특별시 마포구 모래내로9길 6, 101동 1302호 (성산동, 월드컵아이파크)",20190927,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,192376.3714,451698.5238,20190927174234,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20190927,통로너비,특,편
1421,3860000,CDFF5211032019000001,03_13_01_P,I,2019-09-29  2:22:39 AM,영화배급업,와이픽쳐스,,경기도 부천시 상동 525-1번지 라일락마을 경남아너스빌,14508,"경기도 부천시 도약로 16, 2302동 1004호 (상동, 라일락마을 경남아너스빌)",20190927,-,-,-,-,영업/정상,영업중,177916.3652,445545.4816,20190927160944,-,-,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190927,,-,-
1422,3860000,CDFF5211012019000002,03_13_05_P,I,2019-09-29  2:22:39 AM,영화제작업,와이픽쳐스,,경기도 부천시 상동 525-1번지 라일락마을 경남아너스빌,14508,"경기도 부천시 도약로 16, 2302동 1004호 (상동, 라일락마을 경남아너스빌)",20190927,-,-,-,-,영업/정상,영업중,177916.3652,445545.4816,20190927161127,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190927,,-,-
1423,3330000,CDFF5211012019000008,03_13_05_P,I,2019-09-29  2:22:39 AM,영화제작업,(주)영화사 목,,부산광역시 해운대구 반송동 248번지 영산대학교부산캠퍼스 엠동 91008-1호,48015,"부산광역시 해운대구 반송순환로 142, 영산대학교부산캠퍼스 엠동 91008-1호 (반송동)",20190927,-,-,-,-,영업/정상,영업중,396253.9296,193732.8011,20190927173659,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190927,,-,-
1424,3130000,CDFF5211012019000046,03_13_05_P,I,2019-09-29  2:22:39 AM,영화제작업,락커뮤니케이션,,서울특별시 마포구 상암동 1602번지 서울산업진흥원,3925,"서울특별시 마포구 월드컵북로 400, 서울산업진흥원 2층 B-108호 (상암동)",20190312,-,-,-,-,영업/정상,영업중,190182.0673,453141.6766,20190927174151,-,070-8952-3695,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190312,,-,-
1425,3010000,CDFF5211012019000013,03_13_05_P,I,2019-09-28  2:22:39 AM,영화제작업,페이지원필름(주),,서울특별시 중구 필동2가 123-4번지,4626,"서울특별시 중구 퇴계로36가길 90-8, 3층 (필동2가)",20130319,-,-,-,-,영업/정상,영업중,199465.6759,450450.6035,20190927151731,-,02-324-7966,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20130319,,-,-
1426,4070000,CDFF5211012019000004,03_13_05_P,I,2019-10-03  2:22:41 AM,영화제작업,주식회사 골드문,지번우편번호,경기도 이천시 호법면 안평리 13-2번지,도로명우편번호,도로명주소,20191001,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,1,1,20191001130421,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20191001,통로너비,특,편
1427,5710000,CDFF5211012019000004,03_13_05_P,I,2019-10-03  2:22:41 AM,영화제작업,모담 스튜디오,,충청북도 청주시 상당구 남주동 11번지,28532,"충청북도 청주시 상당구 무심동로336번길 70-5, 2층 (남주동)",20191001,-,-,-,-,영업/정상,영업중,243491.9514,347871.2134,20191001195526,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191001,,-,-
1428,3220000,CDFF5211032019000037,03_13_01_P,I,2019-10-03  2:22:41 AM,영화배급업,주식회사 수호미디어,,서울특별시 강남구 역삼동 683-39번지 402호,6145,"서울특별시 강남구 선릉로107길 7, 402호 (역삼동)",20191001,-,-,-,-,영업/정상,영업중,203791.263,445192.3458,20191001093753,-,7077028922,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191001,,-,-
1429,3210000,CDFF5211012019000026,03_13_05_P,I,2019-10-03  2:22:41 AM,영화제작업,동네이엔티 주식회사,,서울특별시 서초구 방배동 791-10번지 동광빌라트,6561,"서울특별시 서초구 방배로37길 49, 503호 (방배동, 동광빌라트)",20191001,-,-,-,-,영업/정상,영업중,198796.3014,443396.8949,20191001112937,-,02-6264-0048,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191001,,-,-
1430,3220000,CDFF5211012019000059,03_13_05_P,I,2019-10-03  2:22:41 AM,영화제작업,주식회사 수호미디어,,서울특별시 강남구 역삼동 683-39번지 402호,6145,"서울특별시 강남구 선릉로107길 7, 402호 (역삼동)",20191001,-,-,-,-,영업/정상,영업중,203791.263,445192.3458,20191001093822,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191001,,-,-
1431,3220000,CDFF5211012019000060,03_13_05_P,I,2019-10-04  2:22:41 AM,영화제작업,주식회사 엘리먼트픽쳐스,지번우편번호,서울특별시 강남구 논현동 78-8번지,6051,서울특별시 강남구 논현로136길 19 (논현동),20191002,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,202724.1402,446016.4471,20191002170313,업태구분명,234468066,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20191002,통로너비,특,편
1432,3100000,CDFF5211012019000003,03_13_05_P,I,2019-10-04  2:22:41 AM,영화제작업,99film,,서울특별시 노원구 상계동 71-81번지,1643,"서울특별시 노원구 덕릉로126라길 32, 502호 (상계동)",20131023,-,-,-,-,영업/정상,영업중,207381.332,463253.0449,20191002175925,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20131023,,-,-
1433,3030000,CDFF5211012019000015,03_13_05_P,I,2019-10-06  12:22:43 AM,영화제작업,영화로운(주),지번우편번호,서울특별시 성동구 성수동1가 685-447번지,4768,"서울특별시 성동구 서울숲2길 20, 3층 (성수동1가)",20191004,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,203538.4007,449412.9475,20191004153813,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20191004,통로너비,특,편
1434,3030000,CDFF5211012019000015,03_13_05_P,I,2019-10-06  12:22:43 AM,영화제작업,영화로운(주),지번우편번호,서울특별시 성동구 성수동1가 685-447번지,4768,"서울특별시 성동구 서울숲2길 20, 3층 (성수동1가)",20191004,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,203538.4007,449412.9475,20191004153813,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20191004,통로너비,특,편
1435,3030000,CDFF5211012019000015,03_13_05_P,I,2019-10-06  12:22:43 AM,영화제작업,영화로운(주),지번우편번호,서울특별시 성동구 성수동1가 685-447번지,4768,"서울특별시 성동구 서울숲2길 20, 3층 (성수동1가)",20191004,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,203538.4007,449412.9475,20191004153813,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20191004,통로너비,특,편
1436,3220000,CDFF5211012019000061,03_13_05_P,I,2019-10-09  12:22:46 AM,영화제작업,주식회사 유진텍이앤엠,지번우편번호,서울특별시 강남구 청담동 22번지 아티잰빌딩   5층,6062,"서울특별시 강남구 도산대로56길 9, 아티잰빌딩 5층 (청담동)",20191007,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,203502.0313,446689.5761,20191007112905,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20191007,통로너비,특,편
1437,3220000,CDFF5211012019000062,03_13_05_P,I,2019-10-09  12:22:46 AM,영화제작업,우리미디어컴퍼니,,서울특별시 강남구 청담동 130-28번지 임팩트빌딩 202호,6075,"서울특별시 강남구 영동대로142길 17, 임팩트빌딩 202호 (청담동)",20191007,-,-,-,-,영업/정상,영업중,204854.8629,446921.485,20191007114716,-,260530779,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191007,,-,-
1438,3220000,CDFF5211012019000063,03_13_05_P,I,2019-10-09  12:22:46 AM,영화제작업,(주)제이아트필름,,서울특별시 강남구 논현동 203-1번지 거평타운 1326호,6121,"서울특별시 강남구 봉은사로 129, 거평타운 1326호 (논현동)",20131108,-,-,-,-,영업/정상,영업중,202425.73,444852.88,20191007175016,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20131108,,-,-
1439,3330000,CDFF5211012019000009,03_13_05_P,I,2019-10-09  12:22:46 AM,영화제작업,(주)팀웍픽처스,,부산광역시 해운대구 재송동 1023번지 센텀삼익아파트 103동 112호,48051,"부산광역시 해운대구 해운대로61번가길 6, 103동 112호 (재송동, 센텀삼익아파트)",20111013,-,-,-,-,영업/정상,영업중,393140.6878,190048.6047,20191007104407,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20111013,,-,-
1440,3780000,CDFF5211032019000003,03_13_01_P,I,2019-10-10  12:22:46 AM,영화배급업,(주)위저드팜,,경기도 성남시 분당구 삼평동 629번지 경기창조경제혁신센터 새벽별 728호,13487,"경기도 성남시 분당구 대왕판교로645번길 12, 경기창조경제혁신센터 새벽별728호 (삼평동)",20180620,-,-,-,-,영업/정상,영업중,209175.2196,433168.2618,20191008162830,-,-,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20180620,,-,-
1441,3780000,CDFF5211012019000011,03_13_05_P,I,2019-10-10  12:22:46 AM,영화제작업,(주)위저드팜,,경기도 성남시 분당구 삼평동 629번지 경기창조경제혁신센터 새벽별 728호,13487,"경기도 성남시 분당구 대왕판교로645번길 12, 경기창조경제혁신센터 새벽별728호 (삼평동)",20180620,-,-,-,-,영업/정상,영업중,209175.2196,433168.2618,20191008163023,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20180620,,-,-
1442,3940000,CDFF5211022019000004,03_13_04_P,I,2019-10-12  12:22:47 AM,영화수입업,주식회사 자유로픽쳐스,지번우편번호,경기도 고양시 일산동구 장항동 757번지 로데오탑,10401,"경기도 고양시 일산동구 무궁화로 20-38, 로데오탑 507호 (장항동)",20191010,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,179465.6953,462041.8998,20191010160658,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화수입업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20191010,통로너비,특,편
1443,3940000,CDFF5211032019000005,03_13_01_P,I,2019-10-12  12:22:47 AM,영화배급업,주식회사 자유로픽쳐스,,경기도 고양시 일산동구 장항동 757번지 로데오탑,10401,"경기도 고양시 일산동구 무궁화로 20-38, 로데오탑 507호 (장항동)",20191010,-,-,-,-,영업/정상,영업중,179465.6953,462041.8998,20191010160422,-,-,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191010,,-,-
1444,3940000,CDFF5211032019000006,03_13_01_P,I,2019-10-20  12:22:54 AM,영화배급업,(주)아라유니버스,,경기도 고양시 일산동구 장항동 869번지 엠시티타워&엠시티오피스텔,10403,"경기도 고양시 일산동구 백마로 195, 엠시티타워&엠시티오피스텔 7층 101-705호 (장항동)",20191018,-,-,-,-,영업/정상,영업중,179708.8263,461404.8039,20191018173755,-,031-894-7755,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191018,,-,-
1445,4170000,CDFF5211012019000006,03_13_05_P,I,2019-10-16  12:22:51 AM,영화제작업,주식회사 그래머시(Gramercy Inc),지번우편번호,경기도 양평군 양평읍 양근리 309-1번지,12556,"경기도 양평군 양평읍 양평시장길17번길 11, 201호",20191014,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,243384.6677,443148.8859,20191014143915,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20191014,통로너비,특,편
1446,3130000,CDFF5211012019000048,03_13_05_P,I,2019-10-16  12:22:51 AM,영화제작업,주식회사 엔이엔터테인먼트,,서울특별시 마포구 공덕동 467번지 롯데캐슬프레지던트,4146,"서울특별시 마포구 마포대로 109, 101동 2403호 (공덕동, 롯데캐슬프레지던트)",20191014,-,-,-,-,영업/정상,영업중,195564.3758,449186.9333,20191014184555,-,1544-3647,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191014,,-,-
1447,5380000,CDFF5211032019000001,03_13_01_P,U,2019-10-18  2:40:00 AM,영화배급업,케이엘 픽쳐스,,경상남도 양산시 남부동 553-1번지 양산1차 이-편한세상,50630,"경상남도 양산시 양주로 33, 102동 202호 (남부동, 양산1차 이-편한세상)",20191016,-,-,-,-,영업/정상,영업중,384105.2001,205727.6591,20191016093206,-,-,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191016,,-,-
1448,3130000,CDFF5211022019000013,03_13_04_P,I,2019-10-16  12:22:51 AM,영화수입업,주식회사 엔이엔터테인먼트,,서울특별시 마포구 공덕동 467번지 롯데캐슬프레지던트,4146,"서울특별시 마포구 마포대로 109, 101동 2403호 (공덕동, 롯데캐슬프레지던트)",20191014,-,-,-,-,영업/정상,영업중,195564.3758,449186.9333,20191014184622,-,1544-3647,-,-,-,-,-,영화수입업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191014,,-,-
1449,3130000,CDFF5211032019000019,03_13_01_P,I,2019-10-16  12:22:51 AM,영화배급업,주식회사 엔이엔터테인먼트,,서울특별시 마포구 공덕동 467번지 롯데캐슬프레지던트,4146,"서울특별시 마포구 마포대로 109, 101동 2403호 (공덕동, 롯데캐슬프레지던트)",20191014,-,-,-,-,영업/정상,영업중,195564.3758,449186.9333,20191014184457,-,1544-3647,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191014,,-,-
1450,3290000,CDFF5211012019000001,03_13_05_P,I,2019-10-17  12:22:51 AM,영화제작업,주식회사 콘텐츠페어,지번우편번호,부산광역시 부산진구 전포동 660-1번지 한신밴,47247,"부산광역시 부산진구 동천로 116, 한신밴 비-119호 (전포동)",20191015,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,387869.1343,186381.2818,20191015174409,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20191015,통로너비,특,편
1451,3040000,CDFF5211012019000008,03_13_05_P,I,2019-10-17  12:22:51 AM,영화제작업,키치스필름,,서울특별시 광진구 자양동 649-12번지 202호,5101,"서울특별시 광진구 뚝섬로52나길 42-4, 202호 (자양동)",20191015,-,-,-,-,영업/정상,영업중,207110.5744,447550.2091,20191015142155,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191015,,-,-
1452,3000000,CDFF5211012019000018,03_13_05_P,I,2019-10-17  12:22:51 AM,영화제작업,주식회사 제이웍스미디어,,서울특별시 종로구 종로2가 6번지 종로타워,3161,"서울특별시 종로구 종로 51, 종로타워 18층 (종로2가)",20191015,-,-,-,-,영업/정상,영업중,198504.7727,452018.1615,20191015092815,-,02-511-9013,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191015,,-,-
1453,5380000,CDFF5211012019000001,03_13_05_P,I,2019-10-18  12:23:09 AM,영화제작업,케이엘픽쳐스,지번우편번호,경상남도 양산시 남부동 553-1번지 양산1차 이-편한세상,50630,"경상남도 양산시 양주로 33, 102동 202호 (남부동, 양산1차 이-편한세상)",20191016,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,384105.2001,205727.6591,20191016085352,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20191016,통로너비,특,편
1454,5380000,CDFF5211022019000001,03_13_04_P,I,2019-10-18  12:23:09 AM,영화수입업,케이엘픽쳐스,,경상남도 양산시 남부동 553-1번지 양산1차 이-편한세상,50630,"경상남도 양산시 양주로 33, 102동 202호 (남부동, 양산1차 이-편한세상)",20191016,-,-,-,-,영업/정상,영업중,384105.2001,205727.6591,20191016085324,-,-,-,-,-,-,-,영화수입업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191016,,-,-
1455,3130000,CDFF5211032019000020,03_13_01_P,I,2019-10-19  12:22:53 AM,영화배급업,무치필름,지번우편번호,서울특별시 마포구 망원동 403-20번지,4010,서울특별시 마포구 망원로8길 46 (망원동),20191017,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,191650.1195,450354.3024,20191017182141,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화배급업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20191017,통로너비,특,편
1456,3400000,CDFF5211042019000001,03_13_03_P,I,2019-10-19  12:22:53 AM,영화상영업,오엠(OM)엔터프라이즈,,부산광역시 기장군 정관읍 매학리 717-6번지,46015,"부산광역시 기장군 정관읍 정관중앙로 45, 218호 외 11개 호실",20191017,-,-,-,-,영업/정상,영업중,398024.2448,204621.6557,20191017163736,-,-,-,-,-,-,-,영화상영업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191017,,-,-
1457,3940000,CDFF5211022019000005,03_13_04_P,I,2019-10-20  12:22:54 AM,영화수입업,(주)아라유니버스,지번우편번호,경기도 고양시 일산동구 장항동 869번지 엠시티타워&엠시티오피스텔,10403,"경기도 고양시 일산동구 백마로 195, 엠시티타워&엠시티오피스텔 7층 101-705호 (장항동)",20191018,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,179708.8263,461404.8039,20191018164203,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화수입업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20191018,통로너비,특,편
1458,3940000,CDFF5211032019000006,03_13_01_P,I,2019-10-20  12:22:54 AM,영화배급업,(주)아라유니버스,,경기도 고양시 일산동구 장항동 869번지 엠시티타워&엠시티오피스텔,10403,"경기도 고양시 일산동구 백마로 195, 엠시티타워&엠시티오피스텔 7층 101-705호 (장항동)",20191018,-,-,-,-,영업/정상,영업중,179708.8263,461404.8039,20191018173755,-,031-894-7755,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191018,,-,-
1459,3940000,CDFF5211012019000012,03_13_05_P,I,2019-10-20  12:22:54 AM,영화제작업,(주)아라유니버스,,경기도 고양시 일산동구 장항동 869번지 엠시티타워&엠시티오피스텔,10403,"경기도 고양시 일산동구 백마로 195, 엠시티타워&엠시티오피스텔 101-705호 (장항동)",20191018,-,-,-,-,영업/정상,영업중,179708.8263,461404.8039,20191018132807,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191018,,-,-
1460,3940000,CDFF5211022019000005,03_13_04_P,I,2019-10-20  12:22:54 AM,영화수입업,(주)아라유니버스,지번우편번호,경기도 고양시 일산동구 장항동 869번지 엠시티타워&엠시티오피스텔,10403,"경기도 고양시 일산동구 백마로 195, 엠시티타워&엠시티오피스텔 7층 101-705호 (장항동)",20191018,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,179708.8263,461404.8039,20191018164203,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화수입업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20191018,통로너비,특,편
1461,3940000,CDFF5211012019000012,03_13_05_P,I,2019-10-20  12:22:54 AM,영화제작업,(주)아라유니버스,,경기도 고양시 일산동구 장항동 869번지 엠시티타워&엠시티오피스텔,10403,"경기도 고양시 일산동구 백마로 195, 엠시티타워&엠시티오피스텔 101-705호 (장항동)",20191018,-,-,-,-,영업/정상,영업중,179708.8263,461404.8039,20191018132807,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20191018,,-,-
